FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jordan,Henderson,MID,LIV,5400000,1,56,2.7,5E-07,1.03703703703704E-05,0,270790,0,23,0,0,0,1,0,10.4,2947,-1,0,56,1,0.3,0,1.8,2,0,4,0,2,1.1,141809,0,-1,0,0,1704,288,0,0,345,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,5.1,2.1,1.9,0,2,1.6,2.2,2.3,1.7,2.3,2.5,2.6,2.1,72.9
Stephen,Henderson,GLK,CRY,4000000,0,0,0,0,0,0,30071,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0.5,58707,0,-1,0,0,0,265,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,MID,NEW,4500000,0,47,2.8,6.22222222222222E-07,1.04444444444444E-05,0,564079,1,21,0,0,0,2,0,10.4,890,-5,0,47,5,0.2,0,0.7,3,0,3,0,1,1.3,537107,0,-1,0,1,1304,235,0,1,162,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,1.8,2.5,2.6,1.8,2.3,2,2.7,2.1,1.6,2,2,1.8,3.5,2.4,36.8
Wayne,Hennessey,GLK,CRY,4300000,0,0,0,0,0,0,46094,0,0,0,0,0,0,0,0,90,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,7170,0,-1,0,0,0,35,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hernandez,MID,LEE,5700000,1,19,0.826086956521739,1.44927536231884E-07,3.33333333333333E-06,0,129265,0,5,0,0,0,0,0,3.3,189,-3,0,19,3,0.1,0,0.3,0,0,0,0,2,0.2,22928,0,-1,0,0,296,86,0,0,72,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0.8,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.9
Ki-Jana,Hoever,DEF,WOL,4400000,0,8,0.333333333333333,7.57575757575757E-08,1.81818181818182E-06,0,4650,1,4,0,0,0,0,0,1.8,53,-1,0,8,1,0.2,0,0.7,0,0,0,0,0,0,5157,0,-1,0,0,297,33,0,0,40,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.8
Pierre-Emile,H?jbjerg,MID,TOT,4900000,1,66,2.8,5.71428571428571E-07,1.3469387755102E-05,0,156808,6,27,0,0,0,1,0,13.5,2079,-1,0,66,1,0.8,0,3.7,3,0,7,0,3,0.9,132098,0,-1,0,0,2160,3359,0,0,360,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,2,5.1,2.2,2.1,1.9,2.3,1.6,2.7,0,3.4,2.3,2.4,1.7,2.1,75.9
Rob,Holding,DEF,ARS,4500000,2,74,3.4,7.55555555555556E-07,1.64444444444444E-05,0,550421,2,19,0,0,0,0,0,16.4,16496,0,0,74,0,0.6,0,2.7,6,0,8,0,1,4.6,783497,1,-1,0,1,1837,3596,0,0,386,Man City,Leicester,Burnley,Tottenham,West Ham,4.7,3.9,3.4,3.2,4.1,4.1,3.3,3.6,2.5,3.1,3.8,3,3.4,3.3,57.8
Mason,Holgate,DEF,EVE,4800000,6,46,2,4.16666666666667E-07,9.58333333333333E-06,0,130957,4,17,0,0,0,1,0,9.6,1401,-2,0,46,2,0.4,0,1.7,4,0,4,0,0,0.8,177703,0,-1,0,1,1240,7041,0,0,245,Liverpool,Southampton,West Brom,Chelsea,Burnley,2.1,3.2,1.4,1.1,0,1.5,1.8,1.2,2.2,1.5,2,1.3,1.9,2.4,43
Conor,Hourihane,MID,AVL,5900000,0,20,5,8.47457627118644E-07,3.38983050847458E-06,0,27218,0,2,0,0,0,1,0,3.4,54,-1,0,20,1,0,0,0,3,0,2,0,1,0.1,23841,0,-1,0,1,225,0,0,0,70,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2
Callum,Hudson-Odoi,MID,CHE,5700000,1,46,1.91666666666667,3.3625730994152E-07,8.07017543859649E-06,0,104996,0,4,0,0,0,2,0,8.1,6799,-3,0,46,3,0.5,0,3,2,0,5,0,2,0.7,115718,0,-1,0,0,772,1040,0,0,190,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1,2,1.1,1.2,0,1.5,1,1.2,1,1.3,1,1.1,1,1,78.6
Niall,Huggins,FWD,LEE,4500000,0,1,0.0434782608695652,9.66183574879227E-09,2.22222222222222E-07,0,3939,0,0,0,0,0,0,0,0.2,298,0,0,1,0,0,0,0.1,0,0,0,0,0,0.1,6821,0,-1,0,0,37,291,0,0,4,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Jordan,Hugill,FWD,WHU,5500000,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,-1,0,0,0,0,0,0,0,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odion,Ighalo,FWD,MUN,6100000,0,1,1,1.63934426229508E-07,1.63934426229508E-07,0,23962,0,1,0,0,0,0,0,0.2,55,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,7620,0,-1,0,0,9,0,0,0,1,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Kelechi,Iheanacho,FWD,LEI,5600000,0,18,1.5,2.67857142857143E-07,3.21428571428571E-06,0,61881,0,2,0,0,0,1,0,3.2,708,-4,0,18,4,0.2,1,1.3,0,0,3,0,0,0.3,32345,0,-1,0,0,385,469,0,0,49,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0.8,1.7,1.1,1.1,0,0.8,0.8,1,1.2,0.9,1.1,1,0.8,0.8,36.5
Danny,Ings,FWD,SOU,8500000,2,91,4.8,5.64705882352941E-07,1.07058823529412E-05,0,2841292,1,27,0,0,0,8,0,10.7,132848,0,0,91,0,0.3,0,2.6,15,0,6,0,3,15.5,2368470,0,-1,0,1,1551,10176,0,0,329,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,10.6,5.9,9.6,5.8,0,5.5,5.9,7.1,0,5.3,5.6,5.7,5.5,4.4,126.9
Ryan,Inniss,DEF,CRY,4000000,0,0,0,0,0,0,6382,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4884,0,-1,0,0,0,0,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,WBA,4400000,0,18,0.75,1.70454545454545E-07,4.09090909090909E-06,0,18592,2,18,0,0,0,0,0,4.1,88,-1,0,18,1,0,0,0,0,0,2,0,0,0.1,19441,0,-1,0,0,741,59,0,0,113,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,18.8
Alex,Iwobi,MID,EVE,5900000,1,53,2.5,4.23728813559322E-07,8.98305084745763E-06,0,39116,0,14,0,0,0,1,0,9,395,-1,0,53,1,0.2,0,1.4,1,0,5,0,3,0.2,34240,0,-1,0,1,1110,148,0,0,207,Liverpool,Southampton,West Brom,Chelsea,Burnley,1.6,4.2,2,1.9,0,1.6,2.3,1.3,2,1.2,1.9,2.6,1.7,1.3,60.7
Jose,Izquierdo,MID,BHA,5500000,0,0,0,0,0,0,10268,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10264,0,-1,0,0,0,14,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jack Robinson,DEF,SHU,4200000,0,13,0.541666666666667,1.28968253968254E-07,3.0952380952381E-06,0,19030,2,10,0,0,0,0,0,3.1,90,-3,0,13,3,0,0,0,0,0,0,0,1,0.1,10072,0,-1,0,0,605,26,0,0,70,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.4
Phil,Jagielka,DEF,SHU,3900000,2,6,0.25,6.41025641025641E-08,1.53846153846154E-06,0,53413,1,9,0,0,0,0,0,1.5,552,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.5,70496,0,-1,0,0,316,711,0,0,44,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Alireza,Jahanbakhsh,MID,BHA,5400000,1,14,0.583333333333333,1.08024691358025E-07,2.59259259259259E-06,0,4928,2,7,0,0,0,0,0,2.6,19,-1,0,14,1,0,0,0.2,0,0,0,0,1,0,2142,0,-1,0,0,258,18,0,0,66,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,30.8
Daniel,James,MID,MUN,6200000,8,25,1.04166666666667,1.68010752688172E-07,4.03225806451613E-06,0,30818,2,6,0,0,0,3,0,4,194,-3,0,25,3,0.4,0,2.3,1,0,0,0,0,0.2,14052,0,-1,0,0,440,1088,0,0,92,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.8
Matty,James,MID,LEI,4300000,0,0,0,0,0,0,57056,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,29808,0,-1,0,0,0,0,0,0,0,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,James,DEF,CHE,5000000,3,71,3.7,7.4E-07,1.42E-05,0,2132442,3,19,0,0,0,1,0,14.2,8588,0,0,71,0,0.5,0,2.5,12,0,5,0,2,6.4,2001453,0,-1,0,2,1472,6229,0,0,353,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,3.1,8.8,3,3.6,0,4.5,3.6,3.9,4.4,4.3,4.6,4.6,3.9,4.4,104.5
Alexandre,Jankewitz,MID,SOU,4500000,0,-1,-0.0434782608695652,-9.66183574879227E-09,-2.22222222222222E-07,0,174,0,9,0,0,0,0,0,-0.2,32,0,0,-1,0,0,0,-0.1,0,0,0,0,0,0,327,0,-1,0,0,2,54,0,1,-4,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Jack,Jenkins,MID,LEE,4500000,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,0,-1,0,0,0,25,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy,Jenks,MID,BHA,4500000,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,-1,0,0,0,7,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jesus,FWD,MCI,9200000,1,66,3.9,4.23913043478261E-07,7.17391304347826E-06,0,708863,1,6,0,0,0,4,0,7.2,27850,-3,0,66,3,0.5,0,4.4,10,0,7,0,4,4.1,866722,0,-1,0,0,1197,8036,0,0,236,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,3.7,8.2,8.8,4,0,4,4.1,3.3,0,4.3,3.9,4.5,4,3.9,95.7
Raul,Jimenez,FWD,WOL,8100000,0,43,4.3,5.30864197530864E-07,5.30864197530864E-06,0,2208320,0,10,0,0,0,4,0,5.3,1247,-4,0,43,4,0,0,0,7,0,4,0,1,4.6,1158658,1,-1,0,0,824,53,0,0,148,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,4.4,4.7,6,4.7,5.1,4.9,4.4,5,4.7,55
,Joelinton,FWD,NEW,5700000,0,40,2.1,3.68421052631579E-07,7.01754385964912E-06,0,106653,3,20,0,0,0,1,0,7,919,-3,0,40,3,0.1,0,0.3,2,0,2,0,2,0.3,94347,0,-1,0,1,1173,449,0,0,144,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,1.7,1.8,1.3,1.6,1.5,1.4,1.3,1.7,1.5,1.6,1.3,2.1,1.6,61.4
Stefan,Johansen,MID,FUL,4700000,0,0,0,0,0,0,3372,0,0,0,0,0,0,0,0,2,-3,0,0,3,0,0,0,0,0,0,0,0,0,438,0,-1,0,0,0,0,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,DEF,WHU,3900000,1,18,0.75,1.92307692307692E-07,4.61538461538462E-06,0,303928,0,2,0,0,0,1,0,4.6,2765,-1,0,18,1,0.3,0,1.3,0,0,1,0,0,2.4,284491,0,-1,0,0,241,2357,0,0,61,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9
Sam,Johnstone,GLK,WBA,4500000,7,73,3,6.66666666666667E-07,1.62222222222222E-05,0,258386,0,53,0,99,0,0,0,16.2,2917,0,0,73,0,0.6,0,2.8,9,0,3,0,0,2.3,361330,0,-1,0,1,2160,7110,0,0,455,Burnley,Brighton,Everton,Newcastle,Crystal Palace,2.8,4.9,2.6,2.7,0,2.4,2.7,3.2,3.4,3.8,3.5,3.4,3.4,2.7,71
Curtis,Jones,MID,LIV,4400000,2,33,1.375,3.125E-07,7.5E-06,0,198513,2,11,0,0,0,0,0,7.5,1632,-1,0,33,1,0.5,0,2,0,0,4,0,1,0.7,205878,0,-1,0,0,941,2295,0,0,158,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.7,1.8,0.7,0.7,0,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.9,0.7,54.2
Phil,Jones,DEF,MUN,4800000,0,0,0,0,0,0,4733,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,538,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jonny,DEF,WOL,5400000,1,4,0.166666666666667,3.08641975308642E-08,7.40740740740741E-07,0,3275,0,1,0,0,0,0,0,0.7,141,-1,0,4,1,0.1,0,0.7,0,0,0,0,0,0,2463,0,-1,0,0,172,238,0,0,13,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6
,Jordao,MID,WOL,4300000,0,0,0,0,0,0,47453,0,0,0,0,0,0,0,0,78,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,16714,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jorginho,MID,CHE,4700000,1,75,4.4,9.36170212765958E-07,1.59574468085106E-05,0,1375461,0,9,0,0,0,5,0,16,10390,-3,0,75,3,1.1,2,5.2,10,0,8,0,2,4.3,1382015,0,-1,0,4,1164,10901,0,0,303,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,4,6.9,4.2,4.5,0,5.2,3.6,4.6,4,4.7,2.9,4.2,3.6,3.7,73.1
,Jota,MID,AVL,5900000,0,0,0,0,0,0,7722,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,1439,0,-1,0,0,0,0,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo,Jota,MID,LIV,6600000,0,47,1.95833333333333,2.96717171717172E-07,7.12121212121212E-06,0,2634388,0,11,0,0,0,5,0,7.1,1597,1,0,47,-1,0,0,0,7,0,1,0,0,2.1,2475091,0,-1,0,0,499,586,0,0,138,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,1.3,1.1,0,1.2,1,1.3,1.4,1,1.3,1.5,1.6,1.3,56
James,Justin,DEF,LEI,5000000,0,101,4.4,8.8E-07,2.02E-05,0,2926802,4,25,0,0,0,2,0,20.2,123858,5,0,101,-5,0.9,0,4.3,13,0,9,0,2,12.5,2913738,0,-1,0,3,2070,929,0,0,447,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,5.8,6,5.2,5.2,4.5,4.3,6,4.6,4.5,96
Ozan,Kabak,DEF,LIV,5000000,0,0,0,0,0,0,8191,2,5,0,0,0,0,0,0,2486,0,0,0,0,0,0,0,0,0,0,0,0,0.3,31588,0,-1,0,0,180,5174,0,0,21,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
Aboubakar,Kamara,MID,FUL,4800000,0,8,0.7,1.45833333333333E-07,1.66666666666667E-06,0,12064,1,9,0,0,0,0,0,1.7,21,-2,0,8,2,0,0,0,0,0,0,0,0,0,5026,0,-1,0,0,307,0,0,1,14,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
Harry,Kane,FWD,TOT,11100000,2,155,7,6.30630630630631E-07,1.3963963963964E-05,0,4732761,1,22,0,0,0,13,0,14,21089,6,-1,155,-6,0.2,0,2.2,28,0,7,0,11,26.8,5324992,0,-1,0,6,1924,151632,1,0,548,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,8.3,18.4,9.8,9.2,8.5,9.3,8.7,10.3,0,9.7,9.6,9.4,8.1,9.6,216.6
N'Golo,Kante,MID,CHE,4900000,2,42,2,4.08163265306122E-07,8.57142857142857E-06,0,408988,6,22,0,0,0,0,0,8.6,1107,-1,0,42,1,0.1,0,0.7,0,0,6,0,1,2.3,211431,0,-1,0,0,1619,796,0,0,266,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1.1,2,1.2,1.3,0,1.6,1,1.3,1.1,1.4,1,1.2,1,1,58.8
Michal,Karbownik,DEF,BHA,4500000,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,-1,0,0,0,58,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,FWD,EVE,5700000,0,2,1,1.75438596491228E-07,3.50877192982456E-07,0,36122,0,0,0,0,0,0,0,0.4,27,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,8011,0,-1,0,0,13,0,0,0,1,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Michael,Keane,DEF,EVE,5100000,7,79,3.4,6.66666666666667E-07,1.54901960784314E-05,0,660397,3,30,0,0,0,3,0,15.5,4462,1,0,79,-1,0.4,0,2,7,0,5,0,1,5.6,882507,0,-1,0,2,1909,28155,0,0,411,Liverpool,Southampton,West Brom,Chelsea,Burnley,4.5,7.1,3.3,2.8,0,3.4,4,2.8,4.5,3.4,4.4,3.1,4.1,4.7,80.1
Neeskens,Kebano,MID,FUL,4700000,0,6,1.2,2.5531914893617E-07,1.27659574468085E-06,0,12391,0,3,0,0,0,0,0,1.3,17,-3,0,6,3,0,0,0,0,0,0,0,0,0,3056,0,-1,0,0,116,0,0,0,13,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Naby,Keita,MID,LIV,5200000,0,12,0.5,9.61538461538462E-08,2.30769230769231E-06,0,80907,0,7,0,0,0,0,0,2.3,39,-3,0,12,3,0,0,0,0,0,2,0,0,0.2,16641,0,-1,0,0,394,57,0,0,60,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21
Caoimhin,Kelleher,GLK,LIV,4500000,0,10,0.416666666666667,9.25925925925926E-08,2.22222222222222E-06,0,29316,0,1,0,6,0,0,0,2.2,152,0,0,10,0,0.1,0,0.5,0,0,1,0,0,0.1,31713,0,-1,0,1,180,42,0,0,41,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Martin,Kelly,DEF,CRY,4100000,0,0,0,0,0,0,79754,0,0,0,0,0,0,0,0,161,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,11384,0,-1,0,0,0,167,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,0,5,1.2,2.7906976744186E-07,1.16279069767442E-06,0,19972,0,1,0,0,0,0,0,1.2,67,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,7972,0,-1,0,0,78,0,0,0,19,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
Reda,Khadra,MID,BHA,4500000,0,1,0.0416666666666667,9.25925925925926E-09,2.22222222222222E-07,0,226,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,334,0,-1,0,0,4,19,0,0,3,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Max,Kilman,DEF,WOL,4000000,0,54,2.25,5.625E-07,1.35E-05,0,1207922,3,9,0,0,0,0,0,13.5,16318,0,0,54,0,0.7,0,2.8,8,0,5,0,1,7.7,1595716,0,-1,0,1,1119,12492,0,0,227,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,1.6,3.8,2,2.4,0,2.4,2,2.1,1.8,2,1.9,1.6,1.6,2.1,34
Joshua,King,FWD,EVE,5400000,0,4,0.173913043478261,3.22061191626409E-08,7.40740740740741E-07,0,12112,0,2,0,0,0,0,0,0.7,1796,-1,1,4,1,0.1,0,0.8,0,0,0,0,0,0.2,24151,0,-1,0,0,67,642,-1,0,8,Liverpool,Southampton,West Brom,Chelsea,Burnley,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Cedric,Kipre,DEF,WBA,4300000,0,0,0,0,0,0,4856,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0,1228,0,-1,0,0,0,0,0,0,0,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Klich,MID,LEE,5200000,2,79,3.3,6.34615384615385E-07,1.51923076923077E-05,0,1052628,5,38,0,0,0,3,0,15.2,4172,-3,0,79,3,0.3,0,1.6,3,0,7,0,5,2.9,1073722,0,-1,0,0,1877,573,0,0,333,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,5.7,2.1,2.8,2.7,3.4,4.2,2,2.1,2,3.3,2.3,3.6,2.8,3.1,119.6
Anthony,Knockaert,MID,FUL,5000000,0,0,0,0,0,0,12611,0,0,0,0,0,0,0,0,9,-5,0,0,5,0,0,0,0,0,0,0,0,0,1026,0,-1,0,0,0,0,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin,Koch,DEF,LEE,4300000,0,32,1.39130434782609,3.23559150657229E-07,7.44186046511628E-06,0,82630,0,17,0,0,0,0,0,7.4,147,-2,0,32,2,0,0,0,2,0,4,0,0,0.3,52906,0,-1,0,1,908,15,0,0,180,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,1.1,0.7,1.1,0.8,1.3,1,0.8,0.9,0.7,0.8,0.7,0.9,31.4
Sead,Kolasinac,DEF,ARS,4800000,0,2,2,4.16666666666667E-07,4.16666666666667E-07,0,21322,0,1,0,0,0,0,0,0.4,25,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5329,0,-1,0,0,90,0,0,0,9,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Terence,Kongolo,DEF,FUL,4300000,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,1217,0,-1,0,0,0,21,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Konsa,DEF,AVL,4600000,1,82,3.9,8.47826086956522E-07,1.78260869565217E-05,0,851842,2,26,0,0,0,2,0,17.8,5893,1,0,82,-1,0.7,0,3.3,6,0,9,0,0,5.4,1156260,0,-1,0,1,1845,29389,0,0,364,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,4,8.1,5.4,3.8,4,4.4,5.1,5.4,4.7,4.3,4.4,4.1,4.2,3.8,59
Cheikhou,Kouyate,MID,CRY,4800000,2,56,2.4,5E-07,1.16666666666667E-05,0,87766,0,33,0,0,0,1,0,11.7,275,-2,1,56,2,0.4,0,1.7,2,0,4,0,0,0.3,83152,0,-1,0,0,1953,170,-1,0,288,Brighton,Fulham,Man Utd,Tottenham,West Brom,1.7,3.3,1.3,2.2,0,1.9,1.9,1.4,1.4,1.5,2.3,1.5,1.7,1.2,56.8
Mateo,Kovacic,MID,CHE,5300000,2,42,2.1,3.9622641509434E-07,7.92452830188679E-06,0,39584,2,17,0,0,0,0,0,7.9,443,-2,0,42,2,0.5,0,2.7,0,0,7,0,1,0.3,32155,0,-1,0,0,1336,535,0,0,253,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1.2,2,1.3,1.4,0,1.7,1,1.4,1.2,1.5,1,1.3,1.1,1.1,63.8
Emil,Krafth,DEF,NEW,4200000,1,9,0.375,8.92857142857143E-08,2.14285714285714E-06,0,6943,2,19,0,0,0,0,0,2.1,46,-3,0,9,3,0.1,0,0.3,0,0,0,0,1,0.1,3087,0,-1,0,0,623,52,0,0,80,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.2
